_id	date	site	parameter	index_value	description	health_advisory	health_effects
26466	3/31/2019	Liberty 2	PM10	28	Good		
45479	7/25/2021	Lawrenceville	OZONE	49	Good		
30118	8/26/2019	Avalon	SO2	0	Good		
17358	2/26/2018	Glassport High Street	PM10	8	Good		
42471	3/2/2021	Parkway East	NO2	29	Good		
35389	4/5/2020	South Fayette	SO2	1	Good		
34626	3/1/2020	Liberty 2	PM10	14	Good		
27058	4/24/2019	South Fayette	SO2	1	Good		
32488	11/30/2019	Harrison Township	OZONE	17	Good		
37013	6/17/2020	Flag Plaza	CO	3	Good		
10008	4/6/2017	North Braddock	PM10B	9	Good		
2962	5/18/2016	Liberty	SO2	1	Good		
32767	12/11/2019	North Braddock	SO2	0	Good		
78356	4/27/2024	Lawrenceville	OZONE	44	Good		
36078	5/6/2020	Lincoln	PM25	26	Good		
57200	7/27/2022	Pittsburgh	PM25_640	40	Good		
23184	11/11/2018	North Braddock	SO2	9	Good		
64265	12/10/2022	Pittsburgh	NO2_500	15	Good		
920	2/14/2016	Glassport High Street	PM10	9	Good		
21053	8/9/2018	Lincoln	PM25	54	Moderate	Unusually sensitive people should consider reducing prolonged or heavy exertion.	"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
18874	5/3/2018	Lawrenceville	PM25B	38	Good		
27802	5/25/2019	Avalon	PM25T	48	Good		
28473	6/21/2019	Liberty	SO2	3	Good		
36370	5/19/2020	Flag Plaza	CO	1	Good		
78516	5/3/2024	North Braddock	PM25_640	51	Moderate	Unusually sensitive people should consider reducing prolonged or heavy exertion.	"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
63974	12/4/2022	Liberty 2	PM25T	53	Moderate	Unusually sensitive people should consider reducing prolonged or heavy exertion.	"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
32413	11/27/2019	Parkway East	PM25T	28	Good		
74261	11/5/2023	Parkway East	PM25_640	53	Moderate	Unusually sensitive people should consider reducing prolonged or heavy exertion.	"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
10509	4/28/2017	North Braddock	SO2	6	Good		
65818	1/24/2023	Harrison Township	NO2	19	Good		
81777	9/8/2024	South Fayette	OZONE	35	Good		
66286	2/7/2023	Liberty	SO2	29	Good		
55553	6/11/2022	Lawrenceville 2	SO2	4	Good		
9863	3/30/2017	Liberty 2	PM25(2)	13	Good		
39245	9/26/2020	Parkway East	NO2	15	Good		
38934	9/12/2020	Liberty 2	PM10	11	Good		
15240	11/24/2017	North Braddock	SO2	46	Good		
16438	1/16/2018	Lincoln	PM10	12	Good		
22648	10/18/2018	Lawrenceville 2	CO	4	Good		
41812	1/28/2021	Liberty 2	PM25T	12	Good		
26000	3/12/2019	Harrison Township	NO2	32	Good		
44013	5/15/2021	Parkway East	PM25T	61	Moderate	Unusually sensitive people should consider reducing prolonged or heavy exertion.	"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
3817	6/26/2016	Lawrenceville 2	CO	3	Good		
34264	2/14/2020	Glassport High Street	PM10	6	Good		
847	2/10/2016	Lincoln	PM25	54	Moderate	Unusually sensitive people should consider reducing prolonged or heavy exertion.	"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
35963	5/1/2020	Glassport High Street	PM10	6	Good		
383	1/19/2016	Liberty	SO2	3	Good		
71640	7/17/2023	Pittsburgh	PM25_640	132	Unhealthy for Sensitive Groups	"People with heart or lung disease, older adults, and children should reduce prolonged or heavy exertion."	"Increasing likelihood of respiratory symptoms in sensitive individuals, aggravation of heart or lung disease and premature mortality in people with cardiopulmonary disease and older adults."
14453	10/20/2017	Liberty 2	PM10	52	Moderate	Unusually sensitive people should consider reducing prolonged or heavy exertion.	"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
47461	10/24/2021	Liberty 2	PM10	11	Good		
41208	12/30/2020	Harrison Township	NO2	10	Good		
10670	5/6/2017	Parkway East	PM25T	13	Good		
32965	12/19/2019	Lawrenceville	OZONE	24	Good		
3978	7/4/2016	Avalon	PM25T	55	Moderate	Unusually sensitive people should consider reducing prolonged or heavy exertion.	"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
46885	9/29/2021	Lawrenceville 2	SO2	2	Good		
9951	4/3/2017	Lincoln	PM10	11	Good		
25493	2/19/2019	Glassport High Street	PM10	11	Good		
82958	10/30/2024	Lawrenceville 2	CO	4	Good		
11347	6/4/2017	North Braddock	PM10B	31	Good		
33102	12/25/2019	North Braddock	SO2	54	Moderate		
26163	3/19/2019	North Braddock	SO2	6	Good		
79533	6/16/2024	Parkway East	CO	10	Good		
45649	8/2/2021	Harrison Township	OZONE	29	Good		
2506	4/27/2016	Lincoln	PM10	21	Good		
60000	9/30/2022	Pittsburgh	PM25_640	23	Good		
6822	11/9/2016	Flag Plaza	PM10	35	Good		
69019	4/20/2023	Liberty	SO2	46	Good		
38423	8/20/2020	Parkway East	CO	10	Good		
40640	12/1/2020	North Braddock	SO2	0	Good		
36543	5/27/2020	Parkway East	CO	2	Good		
7720	12/21/2016	Parkway East	NO2	26	Good		
7868	12/28/2016	Lawrenceville	OZONE	26	Good		
31402	10/17/2019	Liberty 2	PM25T	13	Good		
79841	6/30/2024	Liberty 2	PM25_640	42	Good		
26367	3/27/2019	Glassport High Street	PM10	17	Good		
33903	1/29/2020	Lawrenceville	PM25B	33	Good		
77886	4/5/2024	North Braddock	PM25_640	17	Good		
6384	10/20/2016	Parkway East	PM25T	43	Good		
19659	6/7/2018	Avalon	SO2	1	Good		
27458	5/11/2019	Liberty	SO2	6	Good		
7485	12/10/2016	Lawrenceville	OZONE	20	Good		
29881	8/17/2019	Clairton	SO2	3	Good		
71212	6/29/2023	Liberty 2	PM25T	179	Unhealthy	"People with heart or lung disease, older adults, and children should avoid prolonged or heavy exertion; everyone else should reduce prolonged or heavy exertion."	Increased aggravation of heart or lung disease and premature mortality in people with cardiopulmonary disease and older adults; increased respiratory effects in general population.
82201	9/27/2024	Harrison Township	OZONE	20	Good		
34001	2/2/2020	Lawrenceville	PM25B	29	Good		
50239	1/13/2022	Pittsburgh	PM10_640	21	Good		
39938	10/28/2020	Liberty	SO2	1	Good		
9774	3/26/2017	Lawrenceville 2	SO2	2	Good		
23253	11/14/2018	Harrison Township	NO2	7	Good		
48695	11/28/2021	Parkway East	PM25T	38	Good		
16598	1/23/2018	Flag Plaza	CO	0	Good		
14309	10/14/2017	Lawrenceville 2	CO	5	Good		
8327	1/19/2017	Lincoln	PM25	40	Good		
21225	8/16/2018	Parkway East	CO	18	Good		
59149	9/14/2022	Pittsburgh	PM10_640	17	Good		
9184	2/28/2017	Harrison Township	OZONE	35	Good		
4711	8/7/2016	Parkway East	PM25T	35	Good		
68971	4/19/2023	Clairton	PM25_640	33	Good		
71135	6/26/2023	South Fayette	OZONE	44	Good		
31214	10/9/2019	West Mifflin	SO2	1	Good		
54622	5/14/2022	Liberty	SO2	19	Good		
6392	10/21/2016	South Fayette	SO2	0	Good		
12384	7/20/2017	Harrison Township	NO2	13	Good		
68125	3/30/2023	Lawrenceville 2	CO	3	Good		
44830	6/23/2021	Lawrenceville 2	SO2	1	Good		
11133	5/26/2017	Lincoln	PM10	16	Good		
61943	10/28/2022	North Braddock	PM10_640	9	Good		
76478	2/5/2024	Pittsburgh	PM10_640	15	Good		
9446	3/11/2017	Avalon	PM25T	27	Good		
39323	9/30/2020	Harrison Township	OZONE	29	Good		
16980	2/8/2018	Lawrenceville 2	SO2	2	Good		
66732	2/20/2023	Parkway East	PM25_640	37	Good		
35884	4/27/2020	Avalon	PM25T	25	Good		
23100	11/7/2018	Liberty	SO2	19	Good		
1251	3/1/2016	Liberty 2	PM10	19	Good		
38364	8/17/2020	Liberty 2	PM25T	28	Good		
76639	2/10/2024	South Fayette	OZONE	36	Good		
30990	9/30/2019	North Braddock	SO2	1	Good		
78616	5/8/2024	Clairton	PM25_640	24	Good		
21783	9/10/2018	Avalon	PM25T	13	Good		
42973	3/26/2021	North Braddock	PM10B	52	Moderate	Unusually sensitive people should consider reducing prolonged or heavy exertion.	"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
28591	6/26/2019	South Fayette	SO2	3	Good		
31233	10/10/2019	West Mifflin	SO2	0	Good		
76814	2/18/2024	Pittsburgh	PM10_640	11	Good		
67222	3/5/2023	North Braddock	CO	22	Good		
82111	9/22/2024	Pittsburgh	PM25_640	56	Moderate	Unusually sensitive people should consider reducing prolonged or heavy exertion.	"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
13004	8/17/2017	Avalon	PM25T	40	Good		
8351	1/21/2017	Avalon	SO2	0	Good		
9527	3/15/2017	Harrison Township	OZONE	42	Good		
10003	4/6/2017	Lincoln	PM25	34	Good		
11240	5/31/2017	Lawrenceville 2	SO2	1	Good		
69841	5/10/2023	North Braddock	SO2	1	Good		
50731	1/28/2022	South Fayette	OZONE	31	Good		
30301	9/3/2019	Parkway East	CO	43	Good		
50789	1/30/2022	North Braddock	SO2	14	Good		
53566	4/15/2022	Liberty	SO2	46	Good		
82443	10/5/2024	North Braddock	CO	3	Good		
38591	8/27/2020	Lawrenceville 2	SO2	3	Good		
31988	11/10/2019	Clairton	SO2	1	Good		
73531	10/5/2023	Pittsburgh	PM10_640	21	Good		
71199	6/29/2023	Parkway East	NO2	19	Good		
80058	7/7/2024	Parkway East	CO	9	Good		
50623	1/25/2022	Lawrenceville	OZONE	34	Good		
26596	4/6/2019	Lawrenceville	PM25B	56	Moderate	Unusually sensitive people should consider reducing prolonged or heavy exertion.	"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
42828	3/19/2021	Harrison Township	OZONE	40	Good		
67750	3/20/2023	North Braddock	CO	9	Good		
18083	3/29/2018	Liberty	SO2	16	Good		
3641	6/18/2016	Lawrenceville	OZONE	50	Good		
155	1/8/2016	Glassport High Street	PM10	32	Good		
38993	9/15/2020	Lawrenceville	OZONE	26	Good		
4650	8/4/2016	Liberty 2	PM10	15	Good		
46214	8/29/2021	South Fayette	SO2	3	Good		
11772	6/23/2017	Avalon	SO2	0	Good		
10699	5/7/2017	Harrison Township	OZONE	42	Good		
23546	11/27/2018	Lawrenceville	OZONE	21	Good		
2695	5/6/2016	Harrison Township	OZONE	38	Good		
24962	1/28/2019	Lincoln	PM10	18	Good		
12201	7/12/2017	South Fayette	OZONE	50	Good		
59640	9/25/2022	Glassport High Street	PM10	11	Good		
13356	9/2/2017	Lawrenceville	PM25B	12	Good		
38624	8/29/2020	Harrison Township	OZONE	37	Good		
23686	12/3/2018	Flag Plaza	PM10	9	Good		
61914	10/27/2022	Clairton	PM25_640	18	Good		
26426	3/30/2019	North Braddock	SO2	11	Good		
17047	2/12/2018	North Braddock	PM10B	16	Good		
33756	1/23/2020	Lawrenceville 2	CO	11	Good		
9431	3/11/2017	Liberty 2	PM25(2)	12	Good		
76867	2/20/2024	North Braddock	PM10_640	34	Good		
10562	5/1/2017	Avalon	PM25T	34	Good		
21341	8/21/2018	Harrison Township	NO2	12	Good		
38492	8/23/2020	Parkway East	NO2	17	Good		
33065	12/23/2019	South Fayette	SO2	11	Good		
12026	7/4/2017	Lincoln	PM25	63	Moderate	Unusually sensitive people should consider reducing prolonged or heavy exertion.	"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
60100	10/2/2022	Glassport High Street	PM10	7	Good		
72969	9/10/2023	Avalon	PM25_640	21	Good		
12989	8/16/2017	North Braddock	SO2	0	Good		
75046	12/8/2023	Pittsburgh	PM10_640	16	Good		
45043	7/3/2021	Liberty	SO2	20	Good		
71345	7/4/2023	Clairton	PM25_640	63	Moderate	Unusually sensitive people should consider reducing prolonged or heavy exertion.	"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
40292	11/14/2020	Flag Plaza	PM10	16	Good		
27907	5/29/2019	Lawrenceville	OZONE	35	Good		
76934	2/23/2024	North Braddock	PM10_640	31	Good		
66697	2/19/2023	Parkway East	PM25_640	24	Good		
13220	8/27/2017	Harrison Township	OZONE	41	Good		
17337	2/25/2018	Harrison Township	OZONE	36	Good		
41621	1/18/2021	Parkway East	CO	6	Good		
64861	12/26/2022	Pittsburgh	NO2_500	18	Good		
66547	2/15/2023	North Braddock	SO2	39	Good		
12235	7/13/2017	North Braddock	PM10B	31	Good		
42431	2/28/2021	South Fayette	OZONE	29	Good		
507	1/25/2016	Flag Plaza	CO	0	Good		
1687	3/21/2016	Lawrenceville	OZONE	36	Good		
7858	12/28/2016	Parkway East	PM25T	29	Good		
29257	7/23/2019	Avalon	SO2	0	Good		
5894	9/29/2016	North Braddock	SO2	0	Good		
18936	5/6/2018	South Fayette	OZONE	47	Good		
13436	9/6/2017	Liberty 2	PM10	26	Good		
2187	4/13/2016	Harrison Township	NO2	16	Good		
43778	5/4/2021	Pittsburgh	PM10_640	13	Good		
75394	12/23/2023	Pittsburgh	PM25_640	55	Moderate	Unusually sensitive people should consider reducing prolonged or heavy exertion.	"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
49567	12/24/2021	Parkway East	CO	5	Good		
26650	4/8/2019	Avalon	SO2	0	Good		
77444	3/16/2024	Liberty 2	PM25_640	34	Good		
78816	5/18/2024	North Braddock	CO	11	Good		
13124	8/22/2017	Glassport High Street	PM10	34	Good		
63331	11/18/2022	North Braddock	PM10_640	15	Good		
34654	3/3/2020	Liberty	SO2	6	Good		
18299	4/8/2018	Parkway East	CO	10	Good		
76228	1/27/2024	North Braddock	PM25_640	19	Good		
29285	7/24/2019	South Fayette	SO2	0	Good		
41684	1/21/2021	Flag Plaza	PM10	13	Good		
82470	10/6/2024	Harrison Township	OZONE	61	Moderate	Unusually sensitive people should consider reducing prolonged or heavy outdoor exertion.	Unusually sensitive individuals may experience respiratory symptoms.
78502	5/3/2024	North Braddock	PM10_640	31	Good		
76325	1/31/2024	Parkway East	PM25_640	31	Good		
79759	6/27/2024	South Fayette	OZONE	39	Good		
29729	8/11/2019	Flag Plaza	CO	4	Good		
21087	8/10/2018	North Braddock	SO2	9	Good		
20163	6/29/2018	Avalon	PM25T	59	Moderate	Unusually sensitive people should consider reducing prolonged or heavy exertion.	"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
47692	10/31/2021	North Braddock	SO2	1	Good		
1183	2/27/2016	Liberty 2	PM10	7	Good		
40893	12/14/2020	Lawrenceville 2	CO	2	Good		
35696	4/19/2020	South Fayette	OZONE	45	Good		
29926	8/19/2019	Liberty	SO2	17	Good		
1902	3/31/2016	Parkway East	PM25T	47	Good		
23025	11/4/2018	South Fayette	SO2	4	Good		
10856	5/14/2017	Avalon	SO2	3	Good		
19917	6/19/2018	Liberty 2	PM10	31	Good		
24292	12/30/2018	Liberty 2	PM25T	58	Moderate	Unusually sensitive people should consider reducing prolonged or heavy exertion.	"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
29586	8/5/2019	Lawrenceville	OZONE	50	Good		
75109	12/11/2023	Pittsburgh	NO2_500	8	Good		
41463	1/11/2021	Flag Plaza	PM10	21	Good		
27777	5/24/2019	Flag Plaza	PM10	19	Good		
7210	11/27/2016	Harrison Township	OZONE	27	Good		
43928	5/11/2021	North Braddock	SO2	0	Good		
25513	2/20/2019	South Fayette	OZONE	33	Good		
3604	6/16/2016	Parkway East	PM25T	41	Good		
15485	12/5/2017	Parkway East	NO2	22	Good		
45157	7/9/2021	North Braddock	SO2	0	Good		
17791	3/16/2018	Flag Plaza	PM10	14	Good		
24153	12/23/2018	Harrison Township	NO2	12	Good		
70010	5/15/2023	North Braddock	PM25_640	28	Good		
17398	2/27/2018	North Braddock	PM10B	42	Good		
78189	4/19/2024	North Braddock	SO2	0	Good		
81122	8/16/2024	Parkway East	CO	4	Good		
42993	3/27/2021	Liberty 2	PM25T	75	Moderate	Unusually sensitive people should consider reducing prolonged or heavy exertion.	"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
14260	10/12/2017	South Fayette	OZONE	21	Good		
48127	11/11/2021	Lawrenceville 2	SO2	3	Good		
62905	11/9/2022	Lawrenceville 2	SO2	1	Good		
50565	1/23/2022	Lawrenceville	OZONE	26	Good		
2075	4/7/2016	Liberty 2	PM25(2)	18	Good		
1777	3/25/2016	North Braddock	SO2	0	Good		
6918	11/14/2016	Flag Plaza	CO	0	Good		
77989	4/10/2024	North Braddock	PM25_640	39	Good		
19384	5/26/2018	Lawrenceville 2	SO2	3	Good		
45855	8/11/2021	Glassport High Street	PM10	17	Good		
11262	6/1/2017	Lincoln	PM25	55	Moderate	Unusually sensitive people should consider reducing prolonged or heavy exertion.	"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
16649	1/25/2018	Flag Plaza	CO	0	Good		
29959	8/20/2019	Clairton	SO2	10	Good		
70915	6/16/2023	North Braddock	SO2	0	Good		
66406	2/11/2023	Liberty	SO2	23	Good		
58489	8/25/2022	Pittsburgh	NO2_500	23	Good		
77382	3/13/2024	Clairton	PM25_640	30	Good		
73835	10/18/2023	Glassport High Street	PM10	12	Good		
81096	8/14/2024	Clairton	PM25_640	61	Moderate	Unusually sensitive people should consider reducing prolonged or heavy exertion.	"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
39652	10/15/2020	South Fayette	OZONE	42	Good		
29522	8/3/2019	Parkway East	NO2	16	Good		
44174	5/23/2021	Lawrenceville 2	CO	4	Good		
22224	9/30/2018	Flag Plaza	CO	0	Good		
49280	12/15/2021	Flag Plaza	PM10	24	Good		
5557	9/14/2016	Glassport High Street	PM10	31	Good		
57898	8/10/2022	North Braddock	SO2	0	Good		
56930	7/20/2022	North Braddock	PM10_640	34	Good		
64023	12/5/2022	Lawrenceville 2	CO	7	Good		
21576	9/1/2018	Glassport High Street	PM10	19	Good		
55749	6/17/2022	South Fayette	OZONE	50	Good		
71670	7/19/2023	Lawrenceville 2	SO2	1	Good		
25461	2/18/2019	Lawrenceville 2	CO	3	Good		
31071	10/4/2019	Avalon	SO2	0	Good		
50937	2/3/2022	Pittsburgh	PM25_640	30	Good		
25183	2/6/2019	North Braddock	SO2	3	Good		
26991	4/22/2019	Harrison Township	NO2	14	Good		
2670	5/5/2016	Parkway East	CO	8	Good		
40627	12/1/2020	Lawrenceville	OZONE	21	Good		
14030	10/2/2017	Harrison Township	OZONE	39	Good		
67043	2/27/2023	Avalon	PM25_640	55	Moderate	Unusually sensitive people should consider reducing prolonged or heavy exertion.	"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
53080	4/2/2022	Avalon	PM25T	26	Good		
34182	2/10/2020	South Fayette	OZONE	34	Good		
26356	3/27/2019	Flag Plaza	PM10	14	Good		
16531	1/20/2018	Parkway East	NO2	15	Good		
51721	2/26/2022	Liberty 2	PM10	6	Good		
27225	5/1/2019	Clairton	SO2	6	Good		
61824	10/26/2022	Pittsburgh	NO2_500	24	Good		
51448	2/18/2022	Lawrenceville 2	CO	2	Good		
2552	4/29/2016	Lawrenceville 2	SO2	2	Good		
19951	6/20/2018	Lincoln	PM25	57	Moderate	Unusually sensitive people should consider reducing prolonged or heavy exertion.	"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
8568	1/31/2017	Lincoln	PM25	53	Moderate	Unusually sensitive people should consider reducing prolonged or heavy exertion.	"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
18572	4/20/2018	Lawrenceville	PM25B	26	Good		
9411	3/10/2017	Flag Plaza	CO	0	Good		
23289	11/15/2018	Liberty 2	PM10	6	Good		
26114	3/17/2019	Parkway East	PM25T	23	Good		
27955	5/31/2019	Liberty 2	PM25T	56	Moderate	Unusually sensitive people should consider reducing prolonged or heavy exertion.	"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
18764	4/28/2018	South Fayette	OZONE	41	Good		
73707	10/12/2023	Parkway East	PM25_640	35	Good		
30785	9/22/2019	North Braddock	SO2	41	Good		
57263	7/29/2022	North Braddock	CO	17	Good		
79286	6/5/2024	Liberty 2	PM25_640	49	Good		
34802	3/9/2020	Flag Plaza	CO	9	Good		
78405	4/29/2024	Harrison Township	NO2	14	Good		
14500	10/22/2017	Avalon	SO2	1	Good		
51718	2/26/2022	South Fayette	OZONE	39	Good		
70626	6/5/2023	Clairton	PM25_640	58	Moderate	Unusually sensitive people should consider reducing prolonged or heavy exertion.	"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
41537	1/14/2021	Flag Plaza	PM10	14	Good		
24897	1/25/2019	Clairton	SO2	1	Good		
16018	12/28/2017	Parkway East	NO2	27	Good		
16082	12/31/2017	Lawrenceville	OZONE	20	Good		
33256	1/1/2020	North Braddock	PM10B	15	Good		
28763	7/3/2019	Liberty 2	PM10	27	Good		
37183	6/25/2020	North Braddock	PM10B	36	Good		
66447	2/12/2023	North Braddock	SO2	6	Good		
65918	1/27/2023	Lawrenceville 2	CO	2	Good		
3707	6/21/2016	Lawrenceville	PM25B	56	Moderate	Unusually sensitive people should consider reducing prolonged or heavy exertion.	"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
81793	9/8/2024	North Braddock	PM25_640	23	Good		
52971	3/31/2022	North Braddock	PM10_640	31	Good		
43379	4/15/2021	Parkway East	CO	6	Good		
80276	7/13/2024	North Braddock	PM10_640	19	Good		
39927	10/27/2020	Parkway East	NO2	20	Good		
65211	1/6/2023	North Braddock	PM10_640	11	Good		
40496	11/24/2020	South Fayette	SO2	3	Good		
20226	7/2/2018	Lincoln	PM10	35	Good		
52021	3/7/2022	Parkway East	NO2	5	Good		
34671	3/3/2020	Lincoln	PM25	33	Good		
47400	10/22/2021	Pittsburgh	PM10_640	18	Good		
21251	8/17/2018	North Braddock	SO2	13	Good		
79922	7/3/2024	Harrison Township	NO2	10	Good		
25399	2/15/2019	South Fayette	SO2	1	Good		
2538	4/29/2016	Glassport High Street	PM10	9	Good		
47170	10/13/2021	Parkway East	CO	14	Good		
43880	5/9/2021	Lawrenceville	OZONE	25	Good		
23717	12/4/2018	South Fayette	SO2	0	Good		
4589	8/1/2016	Liberty 2	PM25(2)	52	Moderate	Unusually sensitive people should consider reducing prolonged or heavy exertion.	"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
54569	5/12/2022	Avalon	PM25T	45	Good		
66106	2/2/2023	Lawrenceville 2	SO2	2	Good		
40298	11/14/2020	Lincoln	PM25	45	Good		
65190	1/5/2023	Pittsburgh	NO2_500	15	Good		
68185	4/1/2023	Lawrenceville 2	SO2	1	Good		
42629	3/9/2021	Pittsburgh	PM25_640	65	Moderate	Unusually sensitive people should consider reducing prolonged or heavy exertion.	"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
28850	7/6/2019	Avalon	PM25T	37	Good		
29551	8/4/2019	North Braddock	SO2	1	Good		
6912	11/13/2016	Flag Plaza	PM10	24	Good		
25845	3/6/2019	Avalon	SO2	0	Good		
73927	10/22/2023	Parkway East	PM25_640	13	Good		
48848	12/3/2021	Liberty 2	PM10	10	Good		
80115	7/9/2024	Liberty 2	PM10_640	34	Good		
75340	12/21/2023	North Braddock	PM25_640	48	Good		
25471	2/18/2019	Liberty 2	PM25T	43	Good		
18276	4/7/2018	South Fayette	OZONE	45	Good		
3926	7/1/2016	Flag Plaza	PM10	25	Good		
45610	7/31/2021	Lawrenceville 2	SO2	4	Good		
12357	7/19/2017	Parkway East	NO2	34	Good		
64687	12/21/2022	Liberty	SO2	19	Good		
72318	8/15/2023	Glassport High Street	PM10	18	Good		
36885	6/11/2020	North Braddock	SO2	1	Good		
29811	8/14/2019	North Braddock	PM10B	20	Good		
80771	8/2/2024	Pittsburgh	PM25_640	40	Good		
3273	6/1/2016	Lawrenceville	PM25B	52	Moderate	Unusually sensitive people should consider reducing prolonged or heavy exertion.	"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
31647	10/27/2019	Lawrenceville	PM25B	34	Good		
36640	6/1/2020	Lawrenceville	PM25B	23	Good		
8405	1/23/2017	North Braddock	PM10B	22	Good		
54520	5/11/2022	Harrison Township	OZONE	50	Good		
10945	5/18/2017	Avalon	SO2	1	Good		
57160	7/26/2022	South Fayette	OZONE	39	Good		
11036	5/22/2017	Lawrenceville 2	SO2	2	Good		
36698	6/3/2020	Flag Plaza	CO	1	Good		
34537	2/27/2020	Lawrenceville 2	CO	2	Good		
71857	7/27/2023	Avalon	PM25_640	55	Moderate	Unusually sensitive people should consider reducing prolonged or heavy exertion.	"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
30274	9/2/2019	Liberty	SO2	13	Good		
25430	2/17/2019	Lawrenceville 2	SO2	1	Good		
13568	9/11/2017	Lawrenceville 2	SO2	1	Good		
73231	9/22/2023	Pittsburgh	NO2_500	12	Good		
65191	1/5/2023	Liberty 2	PM25T	27	Good		
834	2/10/2016	Liberty 2	PM25(2)	30	Good		
32663	12/7/2019	Clairton	SO2	1	Good		
28450	6/20/2019	Lawrenceville 2	CO	2	Good		
79094	5/31/2024	Glassport High Street	PM10	26	Good		
24065	12/19/2018	Harrison Township	OZONE	9	Good		
45637	8/1/2021	Glassport High Street	PM10	25	Good		
76771	2/16/2024	North Braddock	PM10_640	19	Good		
72273	8/13/2023	North Braddock	SO2	1	Good		
32005	11/10/2019	Lawrenceville 2	SO2	1	Good		
46544	9/13/2021	Harrison Township	NO2	14	Good		
39147	9/22/2020	Avalon	SO2	1	Good		
24656	1/15/2019	Harrison Township	NO2	8	Good		
40082	11/3/2020	Parkway East	PM25T	43	Good		
3775	6/24/2016	North Braddock	SO2	6	Good		
36639	6/1/2020	North Braddock	SO2	6	Good		
2376	4/21/2016	Harrison Township	OZONE	49	Good		
14308	10/14/2017	South Fayette	OZONE	50	Good		
1500	3/12/2016	Lawrenceville	PM25B	52	Moderate	Unusually sensitive people should consider reducing prolonged or heavy exertion.	"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
76070	1/21/2024	Harrison Township	NO2	27	Good		
53832	4/23/2022	Liberty	SO2	89	Moderate		
45769	8/7/2021	North Braddock	PM10B	45	Good		
1469	3/11/2016	North Braddock	PM10B	38	Good		
6404	10/21/2016	Flag Plaza	CO	0	Good		
18317	4/9/2018	Flag Plaza	PM10	9	Good		
72768	9/2/2023	Parkway East	NO2	10	Good		
65408	1/12/2023	Lawrenceville	OZONE	17	Good		
64287	12/11/2022	North Braddock	CO	3	Good		
