_id	date	site	parameter	index_value	description	health_advisory	health_effects
29656	8/8/2019	North Braddock	PM10B	29	Good		
1173	2/26/2016	Flag Plaza	CO	0	Good		
78788	5/17/2024	Liberty	SO2	20	Good		
2616	5/2/2016	Parkway East	NO2	15	Good		
50927	2/3/2022	Parkway East	CO	6	Good		
77777	3/31/2024	Pittsburgh	PM25_640	37	Good		
70669	6/6/2023	Lawrenceville 2	SO2	3	Good		
669	2/2/2016	North Braddock	PM10B	21	Good		
28169	6/9/2019	Parkway East	PM25T	27	Good		
79009	5/27/2024	North Braddock	PM10_640	21	Good		
73620	10/9/2023	Pittsburgh	NO2_500	9	Good		
66932	2/24/2023	Harrison Township	OZONE	33	Good		
47666	10/30/2021	Parkway East	CO	11	Good		
21455	8/26/2018	Liberty 2	PM25T	69	Moderate	Unusually sensitive people should consider reducing prolonged or heavy exertion.	"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
22350	10/5/2018	Parkway East	NO2	15	Good		
8375	1/22/2017	Lawrenceville	OZONE	24	Good		
49519	12/22/2021	Avalon	PM25T	33	Good		
1655	3/19/2016	Avalon	SO2	17	Good		
82843	10/24/2024	Liberty 2	PM10_640	32	Good		
11251	5/31/2017	Liberty 2	PM10	19	Good		
58159	8/17/2022	Pittsburgh	NO2_500	9	Good		
72567	8/27/2023	Parkway East	NO2	8	Good		
50037	1/7/2022	South Fayette	SO2	0	Good		
67786	3/20/2023	Avalon	PM25_640	32	Good		
25095	2/3/2019	Parkway East	CO	15	Good		
5759	9/23/2016	Liberty	SO2	39	Good		
75519	12/29/2023	North Braddock	SO2	0	Good		
78383	4/28/2024	Lawrenceville	OZONE	44	Good		
71043	6/22/2023	Lawrenceville	OZONE	25	Good		
44583	6/11/2021	Liberty	SO2	0	Good		
1920	3/31/2016	Lawrenceville	PM25B	38	Good		
28607	6/27/2019	Clairton	SO2	6	Good		
47223	10/16/2021	North Braddock	SO2	1	Good		
15050	11/16/2017	Liberty	SO2	9	Good		
70438	5/29/2023	Glassport High Street	PM10	17	Good		
23234	11/13/2018	Harrison Township	OZONE	26	Good		
13352	9/2/2017	Flag Plaza	CO	0	Good		
24573	1/11/2019	Lawrenceville 2	CO	3	Good		
20977	8/5/2018	Harrison Township	OZONE	46	Good		
43131	4/2/2021	South Fayette	SO2	0	Good		
6105	10/8/2016	North Braddock	PM10B	18	Good		
60332	10/5/2022	Lawrenceville 2	CO	4	Good		
29074	7/15/2019	West Mifflin	SO2	10	Good		
13789	9/21/2017	Harrison Township	NO2	18	Good		
20211	7/1/2018	Flag Plaza	PM10	28	Good		
12356	7/19/2017	Harrison Township	NO2	13	Good		
75297	12/19/2023	Harrison Township	NO2	13	Good		
12783	8/7/2017	Lincoln	PM25	33	Good		
6982	11/16/2016	Parkway East	PM25T	80	Moderate	Unusually sensitive people should consider reducing prolonged or heavy exertion.	"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
25762	3/3/2019	Avalon	SO2	1	Good		
16535	1/20/2018	Parkway East	PM25T	36	Good		
23914	12/13/2018	Parkway East	PM25T	63	Moderate	Unusually sensitive people should consider reducing prolonged or heavy exertion.	"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
3634	6/17/2016	Glassport High Street	PM10	22	Good		
25983	3/12/2019	Lawrenceville 2	SO2	8	Good		
18463	4/15/2018	Glassport High Street	PM10	32	Good		
47587	10/28/2021	Lawrenceville 2	CO	3	Good		
38953	9/13/2020	Parkway East	PM25T	18	Good		
60668	10/10/2022	North Braddock	SO2	11	Good		
33686	1/20/2020	Harrison Township	NO2	15	Good		
32819	12/13/2019	Lawrenceville	PM25B	58	Moderate	Unusually sensitive people should consider reducing prolonged or heavy exertion.	"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
49077	12/9/2021	North Braddock	PM10B	27	Good		
52977	3/31/2022	Glassport High Street	PM10	22	Good		
74155	11/1/2023	Harrison Township	OZONE	24	Good		
32062	11/13/2019	Liberty	SO2	6	Good		
26875	4/17/2019	Flag Plaza	CO	0	Good		
9010	2/20/2017	South Fayette	SO2	3	Good		
71354	7/5/2023	Lawrenceville 2	CO	5	Good		
2169	4/12/2016	Liberty 2	PM25(2)	15	Good		
77991	4/10/2024	Lawrenceville 2	SO2	1	Good		
77856	4/4/2024	North Braddock	SO2	0	Good		
78230	4/21/2024	North Braddock	PM10_640	10	Good		
18279	4/7/2018	Lincoln	PM10	21	Good		
35876	4/27/2020	Harrison Township	NO2	7	Good		
74281	11/6/2023	Pittsburgh	NO2_500	22	Good		
1466	3/11/2016	Glassport High Street	PM10	19	Good		
78444	5/1/2024	South Fayette	OZONE	51	Moderate	Unusually sensitive people should consider reducing prolonged or heavy outdoor exertion.	Unusually sensitive individuals may experience respiratory symptoms.
80402	7/18/2024	South Fayette	OZONE	37	Good		
31025	10/2/2019	Flag Plaza	CO	5	Good		
1005	2/18/2016	Flag Plaza	CO	0	Good		
65081	1/2/2023	Pittsburgh	PM25_640	60	Moderate	Unusually sensitive people should consider reducing prolonged or heavy exertion.	"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
22942	10/31/2018	Liberty 2	PM10	25	Good		
1887	3/30/2016	Liberty 2	PM10	12	Good		
73005	9/12/2023	South Fayette	OZONE	37	Good		
13974	9/29/2017	Harrison Township	OZONE	36	Good		
67434	3/11/2023	North Braddock	PM25_640	16	Good		
4953	8/18/2016	Flag Plaza	PM10	10	Good		
48360	11/18/2021	Liberty 2	PM10	46	Good		
52319	3/16/2022	South Fayette	SO2	1	Good		
55023	5/26/2022	South Fayette	OZONE	31	Good		
49147	12/11/2021	Lawrenceville 2	CO	7	Good		
16244	1/7/2018	South Fayette	OZONE	34	Good		
57721	8/6/2022	Liberty 2	PM10	13	Good		
66351	2/9/2023	Parkway East	PM25_640	35	Good		
6406	10/22/2016	Parkway East	CO	5	Good		
29658	8/8/2019	South Fayette	SO2	6	Good		
7040	11/19/2016	Avalon	SO2	1	Good		
67853	3/22/2023	South Fayette	OZONE	43	Good		
9403	3/10/2017	Lawrenceville 2	SO2	0	Good		
37263	6/28/2020	Flag Plaza	PM10	15	Good		
46680	9/20/2021	South Fayette	OZONE	43	Good		
70852	6/14/2023	Harrison Township	NO2	6	Good		
66378	2/10/2023	Glassport High Street	PM10	14	Good		
45916	8/14/2021	Harrison Township	OZONE	36	Good		
19717	6/10/2018	South Fayette	OZONE	45	Good		
76665	2/11/2024	Harrison Township	NO2	9	Good		
35060	3/21/2020	Harrison Township	OZONE	35	Good		
36502	5/25/2020	Parkway East	NO2	5	Good		
70380	5/26/2023	North Braddock	SO2	0	Good		
2937	5/17/2016	Lawrenceville	OZONE	40	Good		
51199	2/10/2022	Avalon	PM25T	23	Good		
42952	3/25/2021	North Braddock	PM10B	50	Good		
51493	2/19/2022	Pittsburgh	PM10_640	11	Good		
41581	1/16/2021	Liberty	SO2	1	Good		
43171	4/4/2021	Liberty 2	PM10	22	Good		
77799	4/1/2024	South Fayette	OZONE	43	Good		
60788	10/12/2022	Parkway East	PM25_640	45	Good		
36788	6/7/2020	Lincoln	PM25	25	Good		
22229	9/30/2018	Parkway East	PM25T	52	Moderate	Unusually sensitive people should consider reducing prolonged or heavy exertion.	"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
76600	2/9/2024	Liberty 2	PM25_640	54	Moderate	Unusually sensitive people should consider reducing prolonged or heavy exertion.	"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
21190	8/15/2018	South Fayette	OZONE	54	Moderate	Unusually sensitive people should consider reducing prolonged or heavy outdoor exertion.	Unusually sensitive individuals may experience respiratory symptoms.
30291	9/2/2019	Lincoln	PM25	51	Moderate	Unusually sensitive people should consider reducing prolonged or heavy exertion.	"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
13072	8/20/2017	Liberty 2	PM10	23	Good		
53311	4/9/2022	Liberty 2	PM25T	13	Good		
16988	2/9/2018	Flag Plaza	CO	0	Good		
52083	3/9/2022	Lawrenceville 2	CO	3	Good		
69078	4/22/2023	Lawrenceville 2	SO2	1	Good		
6028	10/5/2016	Liberty 2	PM10	14	Good		
39312	9/29/2020	Flag Plaza	CO	2	Good		
74781	11/29/2023	North Braddock	SO2	6	Good		
63238	11/15/2022	South Fayette	OZONE	18	Good		
57140	7/25/2022	North Braddock	PM25_640	38	Good		
23904	12/12/2018	Lawrenceville	OZONE	11	Good		
34627	3/1/2020	Parkway East	CO	7	Good		
45275	7/15/2021	North Braddock	CO	13	Good		
77583	3/23/2024	Liberty 2	PM10_640	44	Good		
73223	9/22/2023	Liberty	SO2	0	Good		
846	2/10/2016	Flag Plaza	PM10	9	Good		
77607	3/24/2024	North Braddock	CO	2	Good		
3598	6/16/2016	Liberty 2	PM25(2)	28	Good		
6258	10/15/2016	Liberty 2	PM10	30	Good		
41273	1/2/2021	South Fayette	OZONE	22	Good		
12225	7/13/2017	Lawrenceville	PM25B	38	Good		
32276	11/21/2019	Lawrenceville	PM25B	57	Moderate	Unusually sensitive people should consider reducing prolonged or heavy exertion.	"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
38578	8/27/2020	Lawrenceville	OZONE	31	Good		
8136	1/10/2017	Lincoln	PM25	31	Good		
20031	6/24/2018	Flag Plaza	CO	0	Good		
71690	7/20/2023	Lawrenceville	OZONE	45	Good		
79627	6/20/2024	Avalon	PM25_640	75	Moderate	Unusually sensitive people should consider reducing prolonged or heavy exertion.	"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
76144	1/24/2024	Parkway East	NO2	29	Good		
56087	6/26/2022	Pittsburgh	PM25_640	55	Moderate	Unusually sensitive people should consider reducing prolonged or heavy exertion.	"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
26916	4/19/2019	South Fayette	OZONE	41	Good		
28686	6/30/2019	Avalon	SO2	0	Good		
34048	2/5/2020	Lawrenceville 2	CO	2	Good		
13670	9/16/2017	Liberty 2	PM10	32	Good		
15367	11/30/2017	Liberty	SO2	30	Good		
4051	7/7/2016	Avalon	PM25T	48	Good		
20684	7/22/2018	South Fayette	OZONE	36	Good		
6682	11/3/2016	South Fayette	SO2	1	Good		
2665	5/5/2016	Lawrenceville 2	CO	2	Good		
22898	10/29/2018	South Fayette	SO2	0	Good		
270	1/13/2016	Flag Plaza	PM10	13	Good		
76438	2/4/2024	Clairton	PM25_640	37	Good		
47006	10/5/2021	Parkway East	NO2	15	Good		
17421	2/28/2018	North Braddock	PM10B	41	Good		
70823	6/13/2023	Pittsburgh	PM10_640	19	Good		
53034	4/1/2022	Liberty 2	PM25T	11	Good		
5951	10/1/2016	Avalon	SO2	0	Good		
62056	10/29/2022	Lawrenceville 2	SO2	1	Good		
82116	9/23/2024	Harrison Township	OZONE	33	Good		
6780	11/7/2016	Lawrenceville 2	CO	6	Good		
35655	4/17/2020	Flag Plaza	CO	3	Good		
53165	4/5/2022	Harrison Township	NO2	17	Good		
75830	1/11/2024	Harrison Township	OZONE	24	Good		
4981	8/19/2016	Avalon	PM25T	51	Moderate	Unusually sensitive people should consider reducing prolonged or heavy exertion.	"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
41937	2/3/2021	Flag Plaza	PM10	9	Good		
45572	7/29/2021	Lawrenceville 2	SO2	2	Good		
20692	7/23/2018	Parkway East	CO	4	Good		
15782	12/18/2017	Lincoln	PM10	25	Good		
41605	1/17/2021	Lawrenceville 2	CO	2	Good		
33766	1/23/2020	Harrison Township	OZONE	11	Good		
65053	1/1/2023	Lawrenceville 2	CO	2	Good		
23138	11/9/2018	Flag Plaza	PM10	14	Good		
80092	7/8/2024	North Braddock	SO2	9	Good		
6926	11/14/2016	North Braddock	SO2	40	Good		
65080	1/2/2023	Liberty 2	PM10	8	Good		
24460	1/6/2019	Avalon	SO2	1	Good		
44539	6/9/2021	Lawrenceville	OZONE	41	Good		
34736	3/6/2020	Parkway East	NO2	32	Good		
68529	4/9/2023	Avalon	PM25_640	33	Good		
56728	7/14/2022	Lawrenceville 2	CO	2	Good		
66005	1/30/2023	Glassport High Street	PM10	11	Good		
43824	5/6/2021	Avalon	PM25T	26	Good		
23769	12/6/2018	Liberty 2	PM10	7	Good		
39839	10/23/2020	Parkway East	CO	13	Good		
25863	3/7/2019	Lawrenceville	PM25B	62	Moderate	Unusually sensitive people should consider reducing prolonged or heavy exertion.	"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
81648	9/4/2024	Liberty	SO2	0	Good		
16662	1/26/2018	Lawrenceville 2	CO	8	Good		
51194	2/10/2022	Liberty 2	PM10	23	Good		
48131	11/11/2021	Parkway East	CO	4	Good		
18273	4/7/2018	Parkway East	PM25T	26	Good		
45138	7/8/2021	Parkway East	CO	8	Good		
37824	7/23/2020	Parkway East	PM25T	36	Good		
7898	12/29/2016	North Braddock	PM10B	21	Good		
74506	11/16/2023	Parkway East	NO2	35	Good		
11400	6/7/2017	South Fayette	OZONE	27	Good		
50237	1/13/2022	Glassport High Street	PM10	16	Good		
75821	1/10/2024	Lawrenceville 2	SO2	1	Good		
76028	1/19/2024	North Braddock	SO2	0	Good		
30135	8/27/2019	Lawrenceville	PM25B	33	Good		
24296	12/30/2018	Lincoln	PM25	66	Moderate	Unusually sensitive people should consider reducing prolonged or heavy exertion.	"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
12239	7/14/2017	Lawrenceville	OZONE	47	Good		
41790	1/27/2021	Lawrenceville 2	SO2	1	Good		
6777	11/7/2016	Harrison Township	OZONE	27	Good		
31567	10/24/2019	Lincoln	PM25	63	Moderate	Unusually sensitive people should consider reducing prolonged or heavy exertion.	"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
18603	4/21/2018	Flag Plaza	PM10	16	Good		
29101	7/17/2019	Lawrenceville	OZONE	25	Good		
75476	12/27/2023	North Braddock	PM10_640	6	Good		
63441	11/20/2022	Glassport High Street	PM10	9	Good		
75623	1/2/2024	Lawrenceville 2	SO2	1	Good		
59972	9/30/2022	Harrison Township	NO2	5	Good		
37757	7/20/2020	North Braddock	PM10B	36	Good		
10573	5/1/2017	North Braddock	SO2	34	Good		
3153	5/27/2016	Liberty 2	PM10	33	Good		
21705	9/7/2018	Liberty 2	PM25T	52	Moderate	Unusually sensitive people should consider reducing prolonged or heavy exertion.	"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
3347	6/5/2016	Lawrenceville	OZONE	38	Good		
30328	9/4/2019	Lawrenceville 2	SO2	1	Good		
7757	12/23/2016	Avalon	SO2	1	Good		
515	1/26/2016	Lincoln	PM25	46	Good		
20151	6/29/2018	Parkway East	NO2	19	Good		
21312	8/20/2018	Harrison Township	OZONE	29	Good		
69468	5/1/2023	Parkway East	PM25_640	12	Good		
7994	1/3/2017	Harrison Township	NO2	17	Good		
73626	10/9/2023	Parkway East	PM25_640	15	Good		
39404	10/3/2020	Lawrenceville 2	SO2	2	Good		
56871	7/18/2022	Pittsburgh	NO2_500	10	Good		
46803	9/26/2021	Harrison Township	OZONE	40	Good		
6761	11/6/2016	Parkway East	CO	17	Good		
22237	9/30/2018	Parkway East	NO2	29	Good		
24247	12/27/2018	South Fayette	SO2	36	Good		
25543	2/21/2019	Liberty 2	PM25T	57	Moderate	Unusually sensitive people should consider reducing prolonged or heavy exertion.	"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
21235	8/17/2018	Harrison Township	OZONE	31	Good		
75062	12/8/2023	Glassport High Street	PM10	21	Good		
81175	8/18/2024	Liberty 2	PM25_640	41	Good		
3137	5/26/2016	Lawrenceville 2	SO2	2	Good		
31450	10/19/2019	South Fayette	SO2	1	Good		
74616	11/21/2023	Parkway East	PM25_640	18	Good		
65059	1/1/2023	Pittsburgh	NO2_500	15	Good		
80891	8/6/2024	North Braddock	PM10_640	46	Good		
5536	9/13/2016	Glassport High Street	PM10	28	Good		
9605	3/18/2017	Avalon	SO2	0	Good		
51054	2/6/2022	North Braddock	CO	6	Good		
16251	1/7/2018	North Braddock	SO2	29	Good		
4959	8/18/2016	Harrison Township	OZONE	47	Good		
15738	12/16/2017	North Braddock	PM10B	27	Good		
8270	1/17/2017	Avalon	PM25T	63	Moderate	Unusually sensitive people should consider reducing prolonged or heavy exertion.	"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
68196	4/1/2023	Avalon	PM25_640	27	Good		
75703	1/6/2024	North Braddock	CO	6	Good		
6156	10/10/2016	North Braddock	SO2	1	Good		
30925	9/28/2019	Harrison Township	OZONE	35	Good		
28598	6/26/2019	Lawrenceville 2	CO	2	Good		
3825	6/26/2016	Avalon	SO2	0	Good		
51165	2/9/2022	North Braddock	SO2	72	Moderate		
79381	6/9/2024	Harrison Township	OZONE	39	Good		
1546	3/14/2016	South Fayette	OZONE	39	Good		
40516	11/25/2020	Liberty 2	PM25T	64	Moderate	Unusually sensitive people should consider reducing prolonged or heavy exertion.	"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
45584	7/30/2021	Flag Plaza	PM10	22	Good		
74814	11/30/2023	Pittsburgh	PM10_640	17	Good		
39438	10/5/2020	Lawrenceville 2	SO2	1	Good		
69189	4/25/2023	Liberty 2	PM25T	58	Moderate	Unusually sensitive people should consider reducing prolonged or heavy exertion.	"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
28128	6/7/2019	Lawrenceville 2	SO2	7	Good		
29707	8/10/2019	Flag Plaza	PM10	15	Good		
40427	11/21/2020	South Fayette	OZONE	26	Good		
12535	7/27/2017	Lincoln	PM25	75	Moderate	Unusually sensitive people should consider reducing prolonged or heavy exertion.	"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
31820	11/3/2019	South Fayette	OZONE	31	Good		
30218	8/30/2019	Flag Plaza	PM10	16	Good		
74129	10/31/2023	Pittsburgh	PM25_640	28	Good		
76807	2/17/2024	Lawrenceville 2	CO	2	Good		
33433	1/9/2020	Flag Plaza	PM10	19	Good		
16807	2/1/2018	South Fayette	OZONE	31	Good		
3778	6/24/2016	North Braddock	PM10B	19	Good		
71984	8/1/2023	Liberty 2	PM10	22	Good		
44473	6/6/2021	Harrison Township	OZONE	49	Good		
6434	10/23/2016	South Fayette	OZONE	44	Good		
26856	4/16/2019	South Fayette	OZONE	50	Good		
46477	9/10/2021	Parkway East	CO	18	Good		
48282	11/16/2021	North Braddock	PM10B	16	Good		
15577	12/9/2017	Lawrenceville	OZONE	22	Good		
52045	3/8/2022	Flag Plaza	PM10	6	Good		
59054	9/11/2022	North Braddock	PM25_640	24	Good		
40229	11/11/2020	Liberty	SO2	10	Good		
40102	11/4/2020	South Fayette	OZONE	41	Good		
717	2/4/2016	North Braddock	SO2	1	Good		
82155	9/25/2024	Lawrenceville 2	CO	3	Good		
17482	3/3/2018	Avalon	SO2	0	Good		
31765	11/1/2019	Parkway East	CO	7	Good		
77040	2/28/2024	Lawrenceville	OZONE	26	Good		
67999	3/26/2023	North Braddock	PM25_640	24	Good		
18091	3/29/2018	Lincoln	PM25	44	Good		
72711	9/1/2023	Pittsburgh	PM10_640	11	Good		
5961	10/2/2016	Flag Plaza	PM10	10	Good		
30269	9/1/2019	Liberty 2	PM10	9	Good		
46952	10/3/2021	Parkway East	PM25T	55	Moderate	Unusually sensitive people should consider reducing prolonged or heavy exertion.	"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
68776	4/14/2023	Lawrenceville	OZONE	67	Moderate	Unusually sensitive people should consider reducing prolonged or heavy outdoor exertion.	Unusually sensitive individuals may experience respiratory symptoms.
55679	6/15/2022	Clairton	PM25_640	63	Moderate	Unusually sensitive people should consider reducing prolonged or heavy exertion.	"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
45929	8/15/2021	Pittsburgh	PM10_640	15	Good		
42926	3/23/2021	Liberty 2	PM10	11	Good		
16006	12/28/2017	South Fayette	OZONE	28	Good		
39334	9/30/2020	Glassport High Street	PM10	7	Good		
71629	7/17/2023	Lawrenceville 2	SO2	2	Good		
19108	5/13/2018	North Braddock	PM10B	35	Good		
4886	8/14/2016	Flag Plaza	CO	0	Good		
72520	8/24/2023	Parkway East	PM25_640	30	Good		
69500	5/2/2023	Lawrenceville	OZONE	25	Good		
47701	10/31/2021	North Braddock	PM10B	15	Good		
40519	11/25/2020	Flag Plaza	PM10	12	Good		
55747	6/17/2022	North Braddock	CO	5	Good		
21522	8/29/2018	Liberty 2	PM25T	65	Moderate	Unusually sensitive people should consider reducing prolonged or heavy exertion.	"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
26217	3/21/2019	Clairton	SO2	17	Good		
1541	3/14/2016	Glassport High Street	PM10	10	Good		
67301	3/7/2023	North Braddock	SO2	1	Good		
40262	11/12/2020	Flag Plaza	PM10	9	Good		
15404	12/2/2017	Flag Plaza	PM10	21	Good		
45503	7/26/2021	Harrison Township	OZONE	61	Moderate	Unusually sensitive people should consider reducing prolonged or heavy outdoor exertion.	Unusually sensitive individuals may experience respiratory symptoms.
60890	10/14/2022	Glassport High Street	PM10	31	Good		
5672	9/19/2016	Lawrenceville	PM25B	52	Moderate	Unusually sensitive people should consider reducing prolonged or heavy exertion.	"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
2833	5/12/2016	Harrison Township	NO2	12	Good		
78821	5/18/2024	Liberty	SO2	9	Good		
13516	9/9/2017	Lincoln	PM10	27	Good		
7659	12/18/2016	Glassport High Street	PM10	18	Good		
58622	8/29/2022	North Braddock	SO2	9	Good		
4419	7/24/2016	Liberty 2	PM25(2)	45	Good		
21913	9/16/2018	North Braddock	SO2	0	Good		
44444	6/5/2021	Lawrenceville	OZONE	87	Moderate	Unusually sensitive people should consider reducing prolonged or heavy outdoor exertion.	Unusually sensitive individuals may experience respiratory symptoms.
31558	10/23/2019	Lawrenceville 2	SO2	2	Good		
11382	6/6/2017	Liberty	SO2	4	Good		
39740	10/19/2020	Parkway East	PM25T	50	Good		
53899	4/25/2022	Parkway East	CO	12	Good		
26718	4/11/2019	Liberty 2	PM10	10	Good		
20479	7/13/2018	North Braddock	PM10B	31	Good		
12433	7/22/2017	North Braddock	SO2	1	Good		
21289	8/19/2018	Avalon	SO2	0	Good		
56479	7/6/2022	Liberty	SO2	9	Good		
44314	5/29/2021	Avalon	PM25T	8	Good		
14347	10/15/2017	Lincoln	PM10	48	Good		
37150	6/23/2020	Harrison Township	NO2	8	Good		
37660	7/16/2020	Liberty 2	PM10	20	Good		
26351	3/27/2019	Lawrenceville	PM25B	44	Good		
82601	10/12/2024	Pittsburgh	PM10_640	17	Good		
26944	4/20/2019	Avalon	PM25T	15	Good		
30234	8/31/2019	Avalon	SO2	0	Good		
36347	5/18/2020	Liberty 2	PM10	9	Good		
80152	4/5/2024	Harrison Township	NO2_500	5	Good		
4541	7/30/2016	Lawrenceville 2	CO	4	Good		
62646	11/5/2022	Pittsburgh	PM10_640	23	Good		
23835	12/9/2018	Liberty 2	PM10	11	Good		
70099	5/18/2023	North Braddock	PM10_640	24	Good		
2179	4/12/2016	Liberty	SO2	4	Good		
20584	7/18/2018	Lincoln	PM10	21	Good		
66730	2/20/2023	South Fayette	OZONE	36	Good		
8581	2/1/2017	Lincoln	PM10	21	Good		
26357	3/27/2019	Lincoln	PM25	41	Good		
6781	11/7/2016	Liberty 2	PM10	44	Good		
65780	1/23/2023	Pittsburgh	PM25_640	43	Good		
8065	1/7/2017	Avalon	SO2	1	Good		
30601	9/15/2019	Parkway East	PM25T	59	Moderate	Unusually sensitive people should consider reducing prolonged or heavy exertion.	"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
14291	10/13/2017	North Braddock	PM10B	10	Good		
4427	7/25/2016	South Fayette	OZONE	50	Good		
34938	3/15/2020	Lawrenceville 2	CO	2	Good		
48875	12/4/2021	Harrison Township	OZONE	32	Good		
20744	7/25/2018	Parkway East	CO	8	Good		
31892	11/6/2019	Liberty 2	PM10	16	Good		
5784	9/24/2016	Flag Plaza	PM10	20	Good		
3209	5/29/2016	Parkway East	NO2	13	Good		
8566	1/31/2017	North Braddock	PM10B	15	Good		
64831	12/25/2022	Avalon	PM25_640	27	Good		
2431	4/24/2016	South Fayette	OZONE	50	Good		
32505	11/30/2019	Lincoln	PM10	8	Good		
32234	11/20/2019	Avalon	PM25T	79	Moderate	Unusually sensitive people should consider reducing prolonged or heavy exertion.	"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
26675	4/9/2019	Flag Plaza	PM10	12	Good		
59154	9/14/2022	Parkway East	PM25_640	32	Good		
50633	1/25/2022	Harrison Township	OZONE	34	Good		
38998	9/15/2020	Liberty 2	PM25T	22	Good		
56350	7/2/2022	Parkway East	PM25T	35	Good		
35468	4/9/2020	North Braddock	SO2	0	Good		
4078	7/9/2016	Harrison Township	NO2	14	Good		
64819	12/25/2022	Parkway East	NO2	15	Good		
49746	12/29/2021	Lawrenceville	OZONE	19	Good		
57756	8/7/2022	Lawrenceville 2	SO2	3	Good		
26509	4/2/2019	Harrison Township	NO2	25	Good		
45624	7/31/2021	Parkway East	PM25T	30	Good		
35310	4/2/2020	Avalon	SO2	1	Good		
33441	1/9/2020	Liberty 2	PM10	8	Good		
82223	9/28/2024	Glassport High Street	PM10	6	Good		
16402	1/14/2018	Lawrenceville	OZONE	30	Good		
18231	4/5/2018	Parkway East	PM25T	30	Good		
29767	8/12/2019	Flag Plaza	CO	8	Good		
6583	10/29/2016	Avalon	PM25T	52	Moderate	Unusually sensitive people should consider reducing prolonged or heavy exertion.	"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
46499	9/11/2021	Parkway East	NO2	13	Good		
81988	9/17/2024	Parkway East	CO	9	Good		
21575	9/1/2018	Lawrenceville	OZONE	42	Good		
1797	3/26/2016	South Fayette	OZONE	37	Good		
13726	9/18/2017	Flag Plaza	CO	0	Good		
38320	8/15/2020	Harrison Township	NO2	5	Good		
73351	9/28/2023	Pittsburgh	NO2_500	8	Good		
30703	9/19/2019	Harrison Township	NO2	8	Good		
33975	2/1/2020	North Braddock	SO2	1	Good		
72803	9/3/2023	Liberty 2	PM10_640	24	Good		
36825	6/9/2020	North Braddock	SO2	13	Good		
26546	4/4/2019	Lawrenceville	OZONE	44	Good		
37601	7/13/2020	Flag Plaza	PM10	12	Good		
34332	2/17/2020	Parkway East	CO	11	Good		
40179	11/8/2020	South Fayette	OZONE	48	Good		
53336	4/10/2022	Parkway East	CO	7	Good		
